"vCenter";"HostName";"ESXi_Version";"HostSockets";"HostCoresPerSocket";"HostMemoryGB";"HostPowerPolicy";"VMName";"VMNumSockets";"VMCoresPerSocket";"vCPUs";"VMMemoryGB";"VMCPUsOptimized";"OptimalSockets";"OptimalCores"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF15";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.239";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PUS_DataBase_Master";"88";"1";"88";"500";"NO";"2";"44"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF07";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF08";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF13";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF36";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 110";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 126";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-024";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"CENTOS_ORM_KM";"20";"1";"20";"50";"NO";"1";"20"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - FortiAgent";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Manjaro-test";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-telecom";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxpet.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILPET";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-wf_app_clone";"8";"1";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 134";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSINT";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - Egov";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSINTEXT";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSEXTINT";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Xenapp6.5 - 22";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"centos-sc_prod";"4";"1";"4";"24";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - DEFBOX 4";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSINT_NODE1";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - ColvirMSC2";"2";"4";"8";"32";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - 1C new";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7 - WSINTEXT_NODE1";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSINTEXT_NODE2";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSEXTINT_NODE1";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WSEXTINT_NODE2";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2012 - IPSDBPROD";"2";"2";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - IPSDBArchive";"2";"2";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"esxkok.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILKOK";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - FTPKAZNACH";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-sbus_colvir";"12";"1";"12";"32";"NO";"1";"12"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-securitysrv_colvir";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - CBSTERM4";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - postbank_clone";"2";"4";"8";"4";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2012 - SAPDataServices";"2";"1";"2";"16";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ARMDNEW";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ColvirSBServer Clone";"1";"8";"8";"16";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 86";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 90";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 99";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"rhel-PS24DB";"4";"1";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - TestVPN";"1";"1";"1";"4";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"rhel-PS24APP";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 87";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 88";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 143";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2016 - K2";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 145";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-bank_ws";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR01";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - IPSCOMServices";"2";"2";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - IPSEDI";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2102 - IPSPOSTNET";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - IPSXML";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 142";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 147";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - TestProces";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"VCSA-Backup";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"EVE Community Edition";"4";"1";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 151";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 159";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-test";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"graylog";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW11XENLIC_78_71";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW8XENLIC_15_142";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DLP_IW";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DLP_DM";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2012 - DLP_ТМ";"2";"2";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW5XENLIC_12_58";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"wftest-fiz";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"ansible-telecom";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxatb.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILATB";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW7XENLIC_12_143";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"centos-ntop-telecom";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - KST";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"OREL-term4tst_colvir";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - IntegSapColvir_clone";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"centos-sbus_colvir_clone";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 -FTPSAP";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW6XENLIC_12_197";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 -Test2";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW4XENLIC_12_217";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEW3XENLIC_12_213";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"CentOS-KNB_minicod";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 138";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 163";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 164";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 165";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"rhel-MTSZN-DB";"8";"1";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"asba_prod";"1";"8";"8";"24";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 160";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 161";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - Term4NEW";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"centos-stunnel_new";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - NPS_new";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2012- NPSN";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"wf_app_clone_prod";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"esxi30.kazpost.kz";"6.5.0";"2";"14";"128";"Balanced";"McAfee-MEG_SMTP4";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"esxi30.kazpost.kz";"6.5.0";"2";"14";"128";"Balanced";"McAfee-MEG_SMTP";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - COLKAZ1";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - BindNS2";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - Veeam02";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2016 - Veeam03";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"esxi30.kazpost.kz";"6.5.0";"2";"14";"128";"Balanced";"Win 2016 - VEEAMALMATY";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"esxkzo.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - KZOSRV";"1";"1";"1";"4";"YES";"1";"1"
"vcenter.kazpost.kz";"esxiast2.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2016 - VEEAMASTANA";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - VCSDB";"4";"1";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"pus_db_172.30.73.56";"24";"1";"24";"128";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"DOCKER03";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"VCSA01v67";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"AMLDB_new1";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"AMLDB_new1_ARCH";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"asterisk-zkof";"4";"1";"4";"2";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR05";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"FortiMail";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"esxiast2.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - Printsrv_ASTapp";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"esxiast1.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - Printsrv_AST_sql";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 89";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 91";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"cisco_acs1_new";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"cisco-acs2_new";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - AdminPC";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"freebsd_docs";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 100";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 136";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 137";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"asba_prod_clone";"1";"8";"8";"24";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-armdep_test";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 23";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 24";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"testnetwork";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"OREL 7 ISP";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - CSFR";"2";"2";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 140";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxi21.kazpost.kz";"6.5.0";"2";"12";"128";"Balanced";"Win 2008 - BOXALMATY1";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"esxi49.kazpost.kz";"6.5.0";"2";"8";"256";"Balanced";"Win 2008 - DAGALMATY";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 141";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 101";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 102";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxi49.kazpost.kz";"6.5.0";"2";"8";"256";"Balanced";"Win 2008 - BOXALMATY2";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"centos-armdep_prod";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"centos-gpostdb";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DrWEB";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxkzo.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILKZO";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxkzo.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy KZO_NEW";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxi21.kazpost.kz";"6.5.0";"2";"12";"128";"Balanced";"Win 2008 - EX1";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"centos-gpostdb-x64-test";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"centos-pus_rabbitmq";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"centos-postrates";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"centos-supportbot";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"centos-gpostdb-x64";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"centos-jbosstest";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2016 - KMS";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7.5 - ULP_PostgreSQL_rep_NEW";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 KAVWS2";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - KASE";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR02";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR03";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"esxi30.kazpost.kz";"6.5.0";"2";"14";"128";"Balanced";"CentOS -SSL_Fortinet";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR04";"2";"2";"4";"8";"NO";"1";"4"
